,predicted_lat,predicted_lon,true_latitude,true_longitude
143,32.863445,133.97246,-27.403507,153.10889
144,50.4954,3.743743,51.583355,-0.22646534
145,8.953024,5.573815,8.154433,4.722417
146,-12.304605,-64.828766,4.7092943,-74.110176
147,23.025127,115.72635,22.370613,114.12504
148,54.153847,16.71594,59.972034,10.929439
149,23.168402,115.92124,22.275587,114.16856
150,40.838783,19.017036,46.999996,7.9999986
151,9.427287,5.927559,8.457701,4.576806
152,4.22448,104.119675,1.3269578,103.94659
153,43.404255,31.87715,50.454655,30.523796
154,50.79536,3.2660227,51.525623,-0.13582507
155,23.073362,115.355194,22.28436,114.03814
156,19.334291,79.650246,1.4319495,103.775085
157,37.75866,0.48015434,39.28947,-76.6065
158,50.606155,4.0077343,51.577656,-0.14661814
159,38.971607,-71.95745,40.714268,-74.00597
160,55.03938,16.998169,59.930153,10.714729
161,36.775356,8.10448,44.955635,-93.10526
162,41.740368,-65.33873,40.714268,-74.00597
163,57.72558,24.63147,59.39666,23.80472
164,40.24733,7.751876,41.388786,2.158991
165,22.969418,115.63414,22.371725,114.185524
166,23.03322,115.452484,22.430883,114.23745
167,9.62179,5.835776,8.154772,4.722417
168,39.212616,37.597588,50.454655,30.523796
169,23.164429,115.50906,22.285519,114.157684
170,41.947,-66.97332,40.714268,-74.00597
171,50.864433,2.6319673,51.530464,-0.12383914
172,8.318326,-65.02239,40.714268,-74.00597
173,40.242985,6.938326,41.388786,2.158991
174,23.153883,115.621574,22.275652,114.168686
175,33.948242,135.64479,34.11038,131.40251
176,41.28917,-5.286683,41.149605,-8.610991
177,38.234013,-105.09112,39.739143,-104.984695
178,38.26911,-81.79805,39.739143,-104.984695
179,33.52901,131.7009,24.985468,121.44876
180,38.14725,-108.694595,37.51717,127.01479
181,39.7164,-73.033104,40.714268,-74.00597
182,3.916108,-87.89327,38.58157,-121.494385
183,51.015934,3.3591897,51.56549,-0.13509944
184,9.6895,6.75923,38.75382,-9.230829
185,40.736736,-5.9547358,41.149605,-8.610991
186,46.852585,18.603527,50.454655,30.523796
187,26.315613,53.54139,25.31786,51.4403
188,4.014709,-5.1069074,38.75382,-9.230829
189,49.36756,3.6461504,51.576553,0.06610486
190,8.766902,5.573641,8.484888,4.5630965
191,23.026491,115.399506,22.335474,114.17376
192,23.53611,115.7367,35.386883,139.4288
193,41.548725,-65.728935,40.714268,-74.00597
194,50.572586,3.2726238,51.516644,-0.24748053
195,50.81579,2.774793,51.50866,-0.12473322
196,40.327568,5.1427693,41.388786,2.158991
197,33.990425,138.01341,35.60414,139.68416
198,40.16847,6.924693,41.388786,2.158991
199,23.157003,115.38877,22.336002,114.17376
200,26.599712,120.09462,25.047726,121.518265
201,22.979858,115.99741,22.335527,114.15634
202,50.72957,2.9609237,51.530464,-0.12383914
203,38.76355,-76.71428,40.708508,-73.95826
204,40.284134,6.9880385,41.388786,2.158991
205,9.810169,6.70365,8.155977,4.7263365
206,22.896893,115.417435,22.28709,114.19355
207,42.568237,18.790419,46.999996,7.9999986
208,40.952965,-67.20129,51.49486,-0.24542317
209,51.041832,3.3796713,51.523785,-0.14392935
210,42.085075,-63.985146,40.714268,-74.00597
211,23.03564,115.49762,22.395533,114.19956
212,35.6322,135.38695,35.640137,139.63155
213,26.405653,53.765686,25.318502,51.440685
214,23.04767,115.55454,22.304838,114.18997
215,9.054805,5.4658475,8.484826,4.563065
216,40.35486,6.8578463,41.388786,2.158991
217,24.40188,120.18517,22.337828,114.18739
218,34.92546,136.55801,38.259308,140.88022
219,23.6235,107.498886,22.371063,113.965996
220,34.814014,131.30066,35.640186,139.63155
221,25.403421,122.11725,25.013378,121.46208
222,39.079956,-72.74573,40.704414,-74.01495
223,41.525677,-65.73833,40.714268,-74.00597
224,26.16096,121.893394,25.05036,121.59288
225,4.9770427,103.80723,1.3269681,103.94688
226,40.90411,-70.96516,40.714268,-74.00597
227,39.89136,7.0559373,41.388786,2.158991
228,23.309341,115.63466,22.285519,114.157684
229,41.442974,-67.61852,51.501152,-0.12479359
230,50.633816,3.7717085,51.508526,-0.12573974
231,32.798115,130.62584,39.82445,-104.773544
232,23.061821,115.49475,22.371407,113.96578
233,9.399199,5.82432,8.457221,4.5768867
234,42.90153,-66.02422,40.714268,-74.00597
235,46.2598,2.8512022,41.149605,-8.610991
236,42.579502,-61.7725,40.714268,-74.00597
237,38.083263,-76.82567,39.29857,-76.59461
238,10.70172,95.925156,1.430197,103.83365
239,25.409302,121.899086,25.032694,121.56988
240,9.352102,6.1189184,8.484641,4.5629683
241,8.982682,5.464125,8.155253,4.726541
242,31.580153,137.93239,35.60414,139.68416
243,38.92466,-73.991936,40.71159,-74.00456
244,39.89512,7.045801,41.388786,2.158991
245,20.45874,114.129715,22.22632,114.108635
246,42.10727,106.58313,59.27055,18.04972
247,51.181896,2.535069,51.415306,-0.19191578
248,22.79778,115.54868,22.395693,114.19956
249,47.706882,7.2924976,40.88022,14.232152
250,39.39784,-72.70252,40.773636,-73.959816
251,38.620182,20.40528,39.289505,-76.61388
252,9.518799,6.2768283,8.457647,4.5768795
253,37.494987,-100.15277,39.739143,-104.984695
254,23.006454,115.36924,22.226282,114.10856
255,33.269276,132.83699,34.1689,131.46748
256,50.92593,2.7765348,51.530067,-0.29297352
257,22.997334,115.09971,22.303925,114.25227
258,40.4924,-68.531906,51.525154,-0.03340024
259,56.85816,19.307198,59.972034,10.929439
260,54.2637,16.762838,59.915455,10.732088
261,23.1407,115.43529,22.468006,114.23277
262,8.689434,6.0840874,8.456591,4.577014
263,35.33657,129.50273,37.496292,127.06214
264,39.384083,-73.07569,40.714268,-74.00597
265,40.775616,-71.62264,51.5115,-0.090680964
266,23.097256,115.69624,22.371725,114.18578
267,41.873444,-3.9549763,41.149605,-8.610991
268,23.027472,115.4415,22.27581,114.168884
269,6.64444,101.18039,46.999996,7.9999986
270,38.53952,-74.07767,40.700356,-73.80768
271,23.633392,116.301315,22.208443,114.02847
272,34.223133,131.86374,37.51425,126.88267
273,23.101873,115.48953,22.33542,114.17392
274,22.61887,115.23468,22.284231,114.037964
275,23.645004,115.194824,22.39601,114.19999
276,32.95384,131.32036,22.33706,114.171394
277,51.076366,3.5349615,51.57685,-0.21342978
278,49.547665,4.1847863,52.524364,13.410527
279,56.791176,20.126368,59.332573,18.0649
280,25.316742,86.023575,1.4305438,103.77464
281,23.186201,115.468,22.275652,114.16899
282,9.347166,5.3909454,8.154433,4.722417
283,62.306614,-151.45659,64.83778,-147.71638
284,22.735954,115.62977,22.35835,114.107376
285,40.67802,3.9209108,41.388786,2.158991
286,23.088802,115.58585,22.372042,114.18535
287,46.899353,1.7556139,52.5167,13.440737
288,50.59371,3.2853825,51.508526,-0.12573974
289,23.230627,116.04767,22.288956,113.9411
290,41.825157,-64.11169,40.714268,-74.00597
291,51.137764,3.9103484,51.48203,-0.1127975
292,23.008266,115.63705,22.395218,114.19913
293,41.6537,-73.13381,40.77364,-73.95982
294,45.833447,-36.056515,51.49056,-0.20645466
295,50.241146,3.3756344,51.58341,-0.07247862
296,22.883762,115.21045,22.226242,114.10895
297,39.85488,-70.51688,40.714268,-74.00597
298,22.720974,115.19209,22.275932,114.16877
299,26.708513,118.93583,25.321278,51.48857
300,42.631176,-61.81252,40.714268,-74.00597
301,23.029253,115.38779,22.2262,114.10915
302,42.18087,-61.082912,40.714268,-74.00597
303,10.775846,3.5716238,38.75382,-9.230829
304,34.873085,134.89258,35.689445,139.70502
305,22.7664,115.55029,22.324371,114.16797
306,52.597237,19.230133,59.34583,17.894306
307,9.24439,5.1483727,8.154772,4.722417
308,22.953463,115.62548,22.335155,114.17406
309,38.6101,-73.199326,40.754745,-74.000656
310,59.813766,-141.30638,64.83778,-147.71638
311,34.453186,135.04228,38.242832,140.84293
312,26.457565,-33.84453,40.714268,-74.00597
313,35.317833,130.90022,37.486385,127.067314
314,55.501125,18.547815,59.93009,10.78959
315,34.38148,132.12088,35.64008,139.63141
316,26.083477,122.99547,25.05056,121.59318
317,34.920525,131.64993,35.604065,139.68413
318,40.866524,-67.248276,40.714268,-74.00597
319,26.057158,119.36941,22.370691,114.18484
320,22.51167,113.747154,22.37101,114.18492
321,9.174728,5.8499026,8.154433,4.722417
322,-15.542991,-51.184437,-22.909704,-43.2339
323,51.247387,2.8338928,51.514874,-0.09755972
324,56.71293,18.174213,59.332573,18.0649
325,38.500263,-88.14659,39.739143,-104.984695
326,34.90704,137.39854,40.887753,14.222275
327,46.289154,22.471264,50.454655,30.523796
328,8.921727,5.4000096,8.484655,4.5629783
329,40.68122,-5.9300857,41.149605,-8.610991
330,9.310674,5.6673517,8.457406,4.5769343
331,22.763226,115.50951,22.332073,114.16901
332,33.241516,136.80205,35.639973,139.63144
333,40.544632,-4.7083898,41.149605,-8.610991
334,9.559056,3.8574438,8.456555,4.5769563
335,50.35774,3.4400856,51.51387,-0.14931573
336,9.546443,6.806708,8.484956,4.563091
337,22.904137,115.34909,22.27564,114.16899
338,34.881966,131.31789,37.51553,127.01414
339,23.407743,115.82454,46.999996,7.9999986
340,42.516827,-61.884968,40.714268,-74.00597
341,22.569689,54.29853,37.483475,127.06375
342,22.98527,115.78099,22.336945,114.17573
343,39.719017,-71.39898,51.49437,-0.2677157
344,9.014763,5.97757,8.457473,4.5770116
345,42.971485,-61.265297,40.714268,-74.00597
346,41.801624,-66.082794,40.714268,-74.00597
347,9.846699,3.5789108,8.484392,4.562966
348,51.07733,2.9536371,51.58302,-0.019908894
349,42.23092,-63.704823,40.714268,-74.00597
350,41.033855,-4.1618395,41.149605,-8.610991
351,56.86172,19.036495,59.332573,18.0649
352,50.59151,3.4643123,51.508526,-0.12573974
353,22.96436,115.51051,22.370853,114.18466
354,10.584221,94.04852,1.4321579,103.77375
355,23.383072,111.7879,1.4319308,103.77495
356,26.284496,53.045586,25.253304,51.610443
357,7.4022536,6.826303,8.484558,4.5629096
358,28.690191,129.65729,-27.431328,153.07498
359,41.065292,-3.1153755,41.149605,-8.610991
360,50.533325,3.094603,51.508526,-0.12573974
361,41.925495,-66.7462,64.83778,-147.71638
362,22.90766,115.621735,22.27871,114.16641
363,24.431862,119.44211,25.057674,121.5207
364,23.015217,115.321236,22.395533,114.19973
365,23.938484,115.27326,22.395218,114.199646
366,42.53711,-59.98578,40.714268,-74.00597
367,56.60444,19.425112,59.33721,20.23833
368,-19.787619,170.1766,64.83778,-147.71638
369,51.053623,5.01064,51.51063,-0.086160466
370,67.511826,-158.89375,64.83778,-147.71638
371,38.907146,-72.42469,40.773636,-73.959816
372,41.951214,-65.90194,51.51209,-0.094172135
373,23.12017,115.39287,22.289154,114.219734
374,40.459026,6.946676,41.388786,2.158991
375,50.00818,-2.561595,51.475166,-0.20120765
376,31.535261,-10.118866,8.154584,4.726505
377,26.282787,76.987144,1.4373317,103.78593
378,24.066639,116.85799,22.382637,114.18748
379,50.60109,3.276798,51.508526,-0.12573974
380,38.650146,-72.61261,40.756954,-73.971794
381,40.222256,6.8814955,41.388786,2.158991
382,50.897846,2.7907023,51.505627,-0.2262818
383,22.851368,115.445244,22.395294,114.19973
384,38.629097,-100.545425,39.739143,-104.984695
385,22.97748,115.45273,22.371725,114.185265
386,38.736458,-72.99264,40.714268,-74.00597
387,51.195957,0.6658585,51.48728,0.19549067
388,22.921268,115.60444,22.395294,114.19939
389,14.285984,1.8241663,25.253304,51.610443
390,41.906876,-4.610834,41.149605,-8.610991
391,34.267757,132.02937,25.04225,121.50859
392,41.342342,-3.7754047,41.149605,-8.610991
393,34.171246,128.35762,37.509567,127.06097
394,50.559704,3.3597043,51.485798,-0.12372876
395,65.32611,-155.20346,64.83778,-147.71638
396,50.601658,3.5740983,51.508526,-0.12573974
397,8.533171,105.84077,1.2983284,103.79802
398,22.965988,115.875244,22.335632,114.17406
399,43.451004,-55.5406,51.53952,0.080855444
400,30.485334,49.7099,50.454655,30.523796
401,57.199825,19.62976,59.332573,18.0649
402,50.532505,2.8157609,51.503574,-0.11405235
403,57.587215,21.92497,59.332573,18.0649
404,23.025686,115.60933,22.430855,114.23775
405,22.815355,115.49311,22.395218,114.199554
406,22.723265,115.414345,22.275429,114.168816
407,34.38898,-129.05144,37.767193,-122.44459
408,38.382008,-57.505436,22.275734,114.169075
409,50.24675,-0.51232404,51.53952,0.080855444
410,49.139137,2.2430806,51.518192,-0.11166044
411,45.456474,1.0103905,41.149605,-8.610991
412,23.51168,116.355896,22.29515,114.17488
413,40.29747,6.9411573,41.388786,2.158991
414,50.673668,3.3078084,51.572094,-0.2952265
415,23.104397,115.62635,22.37093,114.18475
416,-11.817514,-159.05865,-23.56496,-46.637665
417,32.85088,48.12614,1.3526412,103.9549
418,55.413155,16.85082,59.332573,18.0649
419,51.2248,3.8484232,51.58733,-0.16472606
420,53.311317,-160.71078,-36.86629,174.82066
421,23.13132,115.97205,22.284216,114.03788
422,34.85154,133.99373,35.60086,139.68492
423,42.53584,-66.39899,40.714268,-74.00597
424,45.467022,10.912163,40.880764,14.230976
425,23.625097,117.16335,22.317545,114.160095
426,48.518013,3.0405536,51.58089,0.021491349
427,48.649353,18.920515,48.176674,16.414192
428,23.072605,115.69949,22.275652,114.1686
429,50.774326,3.3531148,51.508526,-0.12573974
430,39.410873,-91.59842,64.83778,-147.71638
431,-17.057783,170.24489,64.83778,-147.71638
432,42.960297,-2.2035315,64.83778,-147.71638
433,-0.616913,-66.25916,4.5745144,-74.123436
434,50.671413,3.2367613,51.508526,-0.12573974
435,23.885107,116.65575,22.275692,114.16891
436,50.677643,3.3662877,51.49641,-0.14382783
437,7.9014187,44.451782,22.282324,114.19173
438,37.68636,-33.542103,40.714268,-74.00597
439,9.478141,5.4041214,8.457637,4.5768194
440,56.202053,20.326307,59.93093,10.797179
441,26.118923,54.155956,25.284847,51.536392
442,42.36103,-65.62908,-37.78333,175.28333
443,23.270561,115.230965,22.285519,114.157684
444,21.384172,75.17835,1.4353247,103.78732
445,41.793976,-64.80501,40.714268,-74.00597
446,40.654057,4.4847574,41.388786,2.158991
447,32.525715,44.15867,1.432397,103.773895
448,42.995377,31.047104,50.454655,30.523796
449,38.819294,36.441788,50.454655,30.523796
450,40.019085,-88.66134,46.999996,7.9999986
451,23.132812,115.37063,22.371235,113.965744
452,40.39642,6.890247,41.388786,2.158991
453,4.1875663,104.33125,1.2983489,103.79772
454,50.087383,4.4642196,51.617176,0.04385689
455,22.781233,115.684326,22.275599,114.168846
456,38.6694,-73.24335,40.714268,-74.00597
457,23.01333,115.46325,22.37118,113.96609
458,33.550545,131.08667,22.304798,114.171684
459,38.485264,-73.220314,40.74273,-73.95365
460,23.22098,116.22946,22.335527,114.17393
461,23.252415,115.41272,22.381432,114.27444
462,22.869968,115.60155,22.285519,114.157684
463,48.62863,2.9227269,51.529823,-0.1856089
464,35.268036,128.26234,22.285519,114.157684
465,22.917912,115.57343,22.275599,114.16894
466,51.17957,3.999712,51.50127,-0.09369167
467,46.723392,-61.289543,64.83778,-147.71638
468,51.231113,2.4861004,51.55675,-0.17820318
469,42.438946,90.20464,50.454655,30.523796
470,57.8911,-145.7719,64.83778,-147.71638
471,39.796288,-73.561935,40.752884,-73.97772
472,41.802162,14.560813,-36.86667,174.76666
473,23.34195,116.11904,22.289448,114.21976
474,34.504753,133.48378,35.668266,139.71788
475,59.11859,-147.82794,-37.78333,175.28333
476,23.382746,115.30105,22.37109,114.18518
477,52.229206,7.6541915,51.613407,0.09213345
478,22.747066,115.201706,22.226044,114.1086
479,35.326702,-94.85731,39.84768,-104.67386
480,47.096817,9.750255,43.271133,5.4028645
481,59.170567,25.395308,59.330273,19.821665
482,28.081902,58.488766,1.3528496,103.95504
483,42.757217,-67.42697,40.714268,-74.00597
484,23.141645,116.11475,22.336914,114.176025
485,44.920326,0.73233277,41.149605,-8.610991
486,23.109314,115.53928,22.467928,114.23282
487,13.628442,90.49268,46.999996,7.9999986
488,51.00633,3.3813431,51.525623,-0.13582507
489,55.573605,17.457726,59.332573,18.0649
490,40.13669,6.7677536,41.388786,2.158991
491,42.10422,-63.67643,51.538994,0.05146707
492,41.995598,-64.27317,40.714268,-74.00597
493,19.358648,112.033775,35.671436,139.71875
494,23.816454,116.42934,22.336163,114.1722
495,42.546772,-65.07884,51.512295,-0.18800958
496,50.552094,3.4017828,51.508526,-0.12573974
497,40.73361,4.7255826,41.388786,2.158991
498,28.966349,53.698208,50.454655,30.523796
499,39.35382,-93.027664,37.78127,-122.39526
500,50.58105,3.2797244,51.504517,-0.21873917
501,45.760338,18.339878,1.4313858,103.774025
502,32.74901,131.00763,25.042236,121.50857
503,43.121826,-1.9822683,41.149605,-8.610991
504,56.8891,19.614891,59.332573,18.0649
505,23.131468,115.33897,22.289196,114.21935
506,53.109997,12.246603,52.510605,13.490493
507,23.483047,115.53208,22.37692,114.19483
508,8.969204,5.507268,8.49664,4.5421395
509,22.567005,115.18351,22.284216,114.03802
510,23.049847,115.24736,22.395533,114.19921
511,9.195853,5.8091373,8.154782,4.726763
512,24.137312,117.111015,22.430975,114.23759
513,42.090473,-63.74665,40.714268,-74.00597
514,3.2891932,-66.81622,4.657477,-74.06235
515,40.55959,4.8056455,41.388786,2.158991
516,17.91299,90.33938,50.454655,30.523796
517,23.013462,115.93292,22.297453,114.23728
518,9.821895,95.91681,1.3430626,103.953926
519,35.483147,129.3298,37.508846,127.062904
520,40.6846,6.346249,41.388786,2.158991
521,10.080251,6.8924675,8.155977,4.7262454
522,57.908028,19.578531,64.83778,-147.71638
523,12.996268,4.5219784,8.484488,4.5629244
524,39.589092,-73.36113,40.714268,-74.00597
525,56.329456,17.630238,59.930153,10.714729
526,50.71367,1.6653007,51.54236,-0.34641293
527,23.087513,115.14824,22.395294,114.19939
528,23.10675,115.79566,22.335365,114.15609
529,23.100765,115.33364,22.370771,114.18518
530,36.59366,-120.404396,39.753128,-105.00099
531,24.111992,116.497055,22.33632,114.172424
532,39.19989,-72.27852,40.76544,-73.97995
533,52.50403,2.8486311,51.50127,-0.09369167
534,22.839731,115.50852,22.290426,114.19905
535,22.82238,115.15603,22.275652,114.169044
536,22.812925,115.56908,22.372122,114.17848
537,41.72279,-66.400925,51.49056,-0.20645466
538,37.582138,-79.918816,44.975613,-93.25933
539,9.302165,5.4387126,8.463273,4.5807657
540,23.087072,115.57267,22.208166,114.02836
541,16.908749,98.95838,50.454655,30.523796
542,52.70563,13.181227,52.524364,13.410527
543,8.528471,5.370553,8.154818,4.7266374
544,38.717697,-91.498505,39.739143,-104.984695
545,23.059574,115.72162,22.335766,114.174225
546,46.60317,-62.70476,40.714268,-74.00597
547,23.025433,115.99189,22.290665,114.19939
548,9.458546,5.8403034,8.49664,4.5421395
549,51.072327,3.274991,51.49641,-0.14382783
550,22.089468,115.26785,22.226004,114.10864
551,38.699356,-74.01107,40.714268,-74.00597
552,44.000286,-12.144577,-33.444576,-70.65565
553,22.804268,115.54141,22.277283,114.17265
554,40.733673,3.714129,41.388786,2.158991
555,50.887062,3.2595887,51.508526,-0.12573974
556,27.29999,123.80697,25.044548,121.52419
557,-19.55298,-106.433876,-23.56496,-46.637665
558,23.06994,116.04738,22.35819,114.107376
559,9.898593,6.349687,8.48519,4.562436
560,50.811714,3.3032668,51.52866,-0.13326508
561,51.02041,3.1723669,51.58341,-0.07247862
562,22.96526,115.47018,22.431026,114.23753
563,34.362885,131.65057,37.52818,127.039734
564,40.1819,-6.4693456,41.149605,-8.610991
565,8.909012,6.155731,8.484596,4.562885
566,42.226753,-61.6382,40.714268,-74.00597
567,22.750307,115.54797,22.395533,114.19844
568,8.758149,5.477431,8.154842,4.7266254
569,23.025192,115.556114,22.395613,114.19973
570,9.243461,101.92027,1.355,103.94317
571,51.12754,2.5165625,51.418144,-0.1776787
572,59.812843,-137.45361,52.524364,13.410527
573,22.901316,115.369865,22.372478,114.1781
574,7.693796,106.93025,64.83778,-147.71638
575,22.819218,114.97664,22.372835,114.17857
576,38.080044,-75.562805,40.676903,-73.89956
577,42.20448,-61.02277,40.714268,-74.00597
578,23.344994,115.58831,22.336267,114.171906
579,29.531479,-3.370971,38.75382,-9.230829
580,12.502517,92.17653,1.4303387,103.83258
581,55.655624,16.642492,59.332573,18.0649
582,55.894558,19.347036,59.936504,10.916638
583,28.83678,125.27873,35.640163,139.63162
584,43.74475,-61.159832,40.714268,-74.00597
585,23.59032,115.290115,22.39593,114.19929
586,50.56654,24.58875,50.454655,30.523796
587,23.014359,115.5721,22.288359,114.21022
588,50.89216,3.668507,51.435833,-0.15967877
589,41.792564,-65.84116,51.492355,-0.15647182
590,55.292953,23.038702,59.33721,20.23833
591,20.079865,82.94981,1.3849385,103.7443
592,9.964656,6.263888,8.485249,4.563036
593,9.614965,5.9033284,8.4573,4.576936
594,38.486168,-90.73432,39.739143,-104.984695
595,22.997377,115.2368,22.395533,114.19973
596,23.311544,115.26699,22.395058,114.19939
597,40.556835,6.0085044,41.388786,2.158991
598,26.653847,59.072235,40.855984,14.224357
599,22.960087,115.7243,22.335434,114.17414
600,46.45961,18.779972,59.26332,18.0425
601,22.958038,115.399055,22.285519,114.157684
