lr,optimizer,momentum,weight_decay,layer_size,initial_dropout_rate,max_dropout_rate,batch_size,epochs,lr_patience,lr_factor,val_loss,accuracy_continent,precision_continent,recall_continent,f1_continent
0.002532356195789162,adamw,0.9332977785632617,3.421175064813847e-06,960,0.3383645054675408,0.6450395765234296,128,200,8,0.37005524267094636,0.8673503796259562,79.97542997542998,0.819008187103122,0.7997542997542998,0.8054942548425421
0.00010095276150355121,adamw,0.9702601012497399,4.648851355560531e-05,800,0.2979431290533815,0.5720572121683613,256,200,9,0.1066223972987071,0.6241184075673422,78.50122850122851,0.8279445800867149,0.785012285012285,0.7969264365107047
0.00011324788265818184,adam,0.9191073962568856,1.0835733223704593e-06,320,0.09489136623917516,0.5840710046572375,64,200,9,0.1667169826791562,0.6110545979304747,82.06388206388206,0.832555633454981,0.8206388206388207,0.821662760459574
0.0001573312250040671,adam,0.8719660264959684,3.290480944945754e-06,864,0.04850327235140611,0.6097411892380116,64,200,3,0.40862821094802915,0.655552479353818,78.74692874692875,0.8304551642547361,0.7874692874692875,0.8015639277491212
0.00014108614338500313,adam,0.9604038889994435,6.451118233176654e-05,800,0.21377054882232166,0.6582742574762984,128,200,3,0.2408141515689969,0.6900078356266022,76.90417690417691,0.8045897287450288,0.769041769041769,0.7777495602230331
0.009633500833094635,adam,0.9153786080921819,1.8155652895907468e-06,352,0.01686729731000186,0.634043631451203,256,200,4,0.3854875029913378,0.8593840400377909,79.11547911547912,0.8374700809661695,0.7911547911547911,0.802590582464829
0.0003434054029595888,sgd,0.9160235924552396,6.916223679263796e-05,1024,0.1688836630461772,0.5486628485182123,128,200,6,0.49210084391492304,0.7690378924210867,70.76167076167076,0.7927726318589007,0.7076167076167076,0.7327543306417769
0.00020463006990544105,adamw,0.9847222170140727,5.1706663992864336e-05,256,0.44906445341545104,0.5817317574870358,64,200,9,0.10761661990221878,0.6004898046905344,81.08108108108108,0.832762078905863,0.8108108108108109,0.8166093293282688
0.00010545220872975454,adam,0.9080953637926394,0.00018841525364713963,736,0.0957463960244831,0.579620952521268,32,200,3,0.18183592576630409,0.6739365444296882,80.95823095823096,0.8373637173360554,0.8095823095823096,0.8177245294626232
0.00021522562831336817,adam,0.9650370308227463,0.00011134793500788045,768,0.06277172669545206,0.614830505665787,256,200,5,0.2401885095330445,0.7381698687871298,78.50122850122851,0.8210634082155343,0.785012285012285,0.7929406591446938
0.00849791068527312,adamw,0.8980509944278049,1.8513456674165925e-06,928,0.16178818116173171,0.6864840549138165,32,200,7,0.32694710954136885,0.877433683900606,77.64127764127764,0.8289172627724762,0.7764127764127764,0.7920667157801712
0.0017972132060319814,adamw,0.9119449729657886,1.3107753588478986e-05,768,0.21103427925459406,0.6858782058532572,64,200,6,0.14360862958160336,0.836649323051626,79.97542997542998,0.8350360362307482,0.7997542997542998,0.811747827422884
1.9801173205778956e-05,sgd,0.8573572288382938,2.0395237059354592e-05,224,0.48023375937299306,0.6337129518018157,256,200,9,0.4897647953769194,1.9561758041381836,14.987714987714988,0.24915489789937595,0.14987714987714987,0.1664591200747115
0.00037454862217031347,adam,0.97727008193851,1.6955324736740212e-06,384,0.4481117196551123,0.5589366693379159,128,200,4,0.28481021832799797,0.6334561059872309,79.36117936117935,0.8249494511272473,0.7936117936117936,0.8012636932415359
0.0002478960889036122,adamw,0.9659233463577811,1.29470167133742e-05,384,0.4208403316617535,0.6807384547526945,32,200,3,0.38985407700661123,0.6195541045495442,77.51842751842752,0.8119014656530085,0.7751842751842751,0.7864274428838874
0.0046885367790031884,sgd,0.9273521295498857,0.0005589100733419312,864,0.08903857990321873,0.5924497523283428,64,200,3,0.3049601423263508,0.8598994775251909,71.007371007371,0.7855807863653493,0.7100737100737101,0.7351637870839355
0.00610556290315203,adamw,0.8780751180862899,1.6682456065818812e-06,1024,0.4446053285170645,0.531183837993807,128,200,8,0.38092243025862604,0.7840440074602762,76.04422604422605,0.8160415257579253,0.7604422604422605,0.7787998377588027
0.00019836245598018064,adamw,0.9724953673478893,3.2236535591958446e-05,1024,0.27923425103221683,0.6795025884300356,32,200,5,0.38103385521762134,0.6458036154508591,80.34398034398035,0.8329289196266003,0.8034398034398035,0.8131303412961504
0.0007317734275410607,adam,0.9347519779279555,0.00013719483937901973,576,0.4318689874965204,0.6939881546566997,64,200,9,0.1763297028225703,0.6695935021747242,78.25552825552825,0.8258070574827381,0.7825552825552825,0.7965117317476063
0.0012663991937337557,sgd,0.9453404926497906,2.1217867330015672e-06,736,0.19161222023973762,0.6164815202331991,32,200,5,0.3890895124854167,0.7972287379560017,74.07862407862407,0.7979315934794833,0.7407862407862408,0.7596099743287323
0.00020268259872129746,adamw,0.9361156709795644,5.401047368002702e-05,928,0.21940202669544678,0.5557635047724214,256,200,3,0.11224648269348397,0.6973764499028524,77.39557739557739,0.8184336898985844,0.773955773955774,0.7875111387378345
0.001991532813045515,adam,0.8529883180605699,0.0004296131566541925,800,0.2651385687041354,0.5544225517942135,256,200,3,0.45924166832982716,0.6851800481478373,79.48402948402948,0.8321147958484675,0.7948402948402948,0.8064945920348635
0.009205933789792098,adam,0.9718391402518736,0.0007147809445036078,576,0.4078486911725495,0.5164962186212698,128,200,8,0.27606266729534445,0.8052254120508829,69.4103194103194,0.7988781669249392,0.6941031941031941,0.7303204564963602
8.017015999354318e-05,adamw,0.9520367880049395,0.000944365046577169,928,0.1645454550527934,0.557752038981933,32,200,8,0.2798257084056075,0.6670415316309247,78.13267813267814,0.825017925965675,0.7813267813267813,0.7922665086078112
0.002656467744685142,adamw,0.9866313607674148,1.3254377123234845e-06,768,0.37066649328278056,0.6463851868663266,32,200,4,0.24871225429953686,0.7689424277771086,73.71007371007371,0.8195918473270147,0.7371007371007371,0.7654143724932992
0.0018434281575505091,adamw,0.9494630899366471,2.0434752101582545e-05,512,0.37184673306231003,0.535515342630625,256,200,6,0.24629966929925484,0.7046432693799337,79.60687960687962,0.8393118997470845,0.7960687960687961,0.8100416924442373
0.002583314748007663,adamw,0.9556525114136659,4.803202614841302e-06,736,0.05917003372438123,0.6954002711987015,128,200,6,0.29878951816238264,1.00033704439799,79.72972972972973,0.827201805853479,0.7972972972972973,0.8082155219204435
0.0012406749849714557,adam,0.9605332039719967,4.302650821218534e-05,128,0.025861592168861747,0.6847435240914952,64,200,8,0.3117099471316119,0.7000425512140448,83.16953316953317,0.842968444342912,0.8316953316953317,0.835582288751256
0.005728590713293809,adamw,0.852955625257117,2.7976876093028623e-05,832,0.01586443408241922,0.6315312178779893,256,200,3,0.4157848246406388,0.8344267010688782,81.08108108108108,0.8271056330513146,0.8108108108108109,0.8142470774403529
0.0011811893877280034,adamw,0.9866820990735754,1.1386011469904743e-06,832,0.12989744514300489,0.6154714989345103,32,200,7,0.4734862189610981,0.7884844750875518,82.55528255528255,0.8270104049633938,0.8255528255528255,0.8250570560230474
0.001104780306194188,adam,0.8960752138976108,0.00011665874226747035,352,0.29025317850020865,0.5492514333416684,256,200,7,0.4773163188103148,0.604414701461792,78.86977886977887,0.8298056879765039,0.7886977886977887,0.8012520179810693
0.0019219589164568098,adam,0.9333207231951524,3.1999936535017726e-06,832,0.18010429397523087,0.6463637474766523,256,200,5,0.3744462206839495,0.7442156473795573,76.41277641277642,0.8425791045369843,0.7641277641277642,0.7886226399931755
0.005942318895501887,adam,0.8803691770983073,4.7548252367743734e-05,832,0.08906408238960883,0.5499876889269858,32,200,9,0.14808565480323332,0.7895048473562513,81.44963144963145,0.8358823107030215,0.8144963144963145,0.8209028127308357
0.003533157755740139,adamw,0.9231094688047774,7.579701385130128e-06,544,0.3573311699095189,0.6753677751600499,256,200,5,0.3965213226203167,0.7303581833839417,77.76412776412776,0.8151577588319453,0.7776412776412777,0.7847417650893981
0.00834437641619613,adam,0.8782622325131467,0.0005430226592263627,352,0.39897749482502154,0.5835497723746527,256,200,7,0.2621793143145904,0.6667009194691976,76.78132678132678,0.8121855030988158,0.7678132678132679,0.7810951290303926
0.0011526420426916815,adam,0.8620786543327681,2.9795839705842506e-05,768,0.02401675122220276,0.6485097588665272,32,200,4,0.12499411763930963,0.6788144210974375,80.5896805896806,0.8466358479224017,0.8058968058968059,0.8195395279711798
0.0011888684853815178,adam,0.9395166513943136,1.6055101979458897e-06,768,0.08267064403931279,0.6488273829642712,64,200,3,0.3143504822618317,0.8428030555898492,78.62407862407862,0.820369921452303,0.7862407862407862,0.7980719212371012
0.0008868328662544553,adam,0.8591201138318385,0.000506824551658068,800,0.08491823393522402,0.5097053312460634,128,200,9,0.41229368715943326,0.7499328752358755,82.18673218673219,0.8472226198866355,0.8218673218673219,0.8284509802249168
0.009676829456757623,adam,0.8744892014857709,7.319915389793702e-06,544,0.3726264705159341,0.589797343897317,256,200,3,0.4297501479595328,0.8079783121744791,82.06388206388206,0.8380198203837284,0.8206388206388207,0.8205435323921074
0.0073186265573342655,adam,0.9408957450575621,6.782095611026645e-06,928,0.4798864664875631,0.5463285397239828,32,200,8,0.3405960888928271,0.7081685797089622,82.92383292383292,0.8400086679093857,0.8292383292383292,0.8311747764425713
