epoch,train_continent_loss,val_continent_loss,train_cities_loss,val_cities_loss,train_xyz_loss,val_xyz_loss,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,config,time_since_restore,iterations_since_restore,experiment_tag,accuracy_continent,precision_continent,recall_continent,f1_continent
,,,,,,,0.6334561059872309,1747896692,,True,36,973fb_00020,2025-05-22_08-51-32,0.665351152420044,30.48344349861145,1162543,cg14,10.21.0.219,"{'lr': 0.00037454862217031347, 'optimizer': 'adam', 'momentum': 0.97727008193851, 'weight_decay': 1.6955324736740212e-06, 'layer_size': 384, 'initial_dropout_rate': 0.4481117196551123, 'max_dropout_rate': 0.5589366693379159, 'batch_size': 128, 'epochs': 200, 'lr_patience': 4, 'lr_factor': 0.28481021832799797}",30.48344349861145,36,"20_batch_size=128,initial_dropout_rate=0.4481,layer_size=384,lr=0.0004,lr_factor=0.2848,lr_patience=4,max_dropout_rate=0.5589,momentum=0.9773,optimizer=adam,weight_decay=0.0000",79.36117936117935,0.8249494511272473,0.7936117936117936,0.8012636932415359
,,,,,,,0.6195541045495442,1747896700,,True,28,973fb_00021,2025-05-22_08-51-40,0.573965311050415,38.09102702140808,1162680,cg14,10.21.0.219,"{'lr': 0.0002478960889036122, 'optimizer': 'adamw', 'momentum': 0.9659233463577811, 'weight_decay': 1.29470167133742e-05, 'layer_size': 384, 'initial_dropout_rate': 0.4208403316617535, 'max_dropout_rate': 0.6807384547526945, 'batch_size': 32, 'epochs': 200, 'lr_patience': 3, 'lr_factor': 0.38985407700661123}",38.09102702140808,28,"21_batch_size=32,initial_dropout_rate=0.4208,layer_size=384,lr=0.0002,lr_factor=0.3899,lr_patience=3,max_dropout_rate=0.6807,momentum=0.9659,optimizer=adamw,weight_decay=0.0000",77.51842751842752,0.8119014656530085,0.7751842751842751,0.7864274428838874
10.0,1.6824697052560202,1.7341290495612405,0.0,0.0,0.0,0.0,1.7341290495612405,1747896712,,True,10,973fb_00022,2025-05-22_08-51-52,1.4554874897003174,20.623015880584717,1162944,cg14,10.21.0.219,"{'lr': 2.7450809063248065e-05, 'optimizer': 'sgd', 'momentum': 0.9442005272933829, 'weight_decay': 0.00021142482665922711, 'layer_size': 544, 'initial_dropout_rate': 0.0724666246457048, 'max_dropout_rate': 0.670634276030492, 'batch_size': 64, 'epochs': 200, 'lr_patience': 5, 'lr_factor': 0.18222831378847504}",20.623015880584717,10,"22_batch_size=64,initial_dropout_rate=0.0725,layer_size=544,lr=0.0000,lr_factor=0.1822,lr_patience=5,max_dropout_rate=0.6706,momentum=0.9442,optimizer=sgd,weight_decay=0.0002",,,,
,,,,,,,0.8598994775251909,1747896711,,True,9,973fb_00023,2025-05-22_08-51-51,1.2543482780456543,19.608219146728516,1163013,cg14,10.21.0.219,"{'lr': 0.0046885367790031884, 'optimizer': 'sgd', 'momentum': 0.9273521295498857, 'weight_decay': 0.0005589100733419312, 'layer_size': 864, 'initial_dropout_rate': 0.08903857990321873, 'max_dropout_rate': 0.5924497523283428, 'batch_size': 64, 'epochs': 200, 'lr_patience': 3, 'lr_factor': 0.3049601423263508}",19.608219146728516,9,"23_batch_size=64,initial_dropout_rate=0.0890,layer_size=864,lr=0.0047,lr_factor=0.3050,lr_patience=3,max_dropout_rate=0.5924,momentum=0.9274,optimizer=sgd,weight_decay=0.0006",71.007371007371,0.7855807863653493,0.7100737100737101,0.7351637870839355
10.0,1.6993982905433291,1.6604017814000447,0.0,0.0,0.0,0.0,1.6604017814000447,1747896711,,True,10,973fb_00024,2025-05-22_08-51-51,1.177504539489746,18.850355625152588,1163143,cg14,10.21.0.219,"{'lr': 0.00010471855758570201, 'optimizer': 'sgd', 'momentum': 0.8902905451484106, 'weight_decay': 2.0301948997281512e-05, 'layer_size': 960, 'initial_dropout_rate': 0.22222990889742672, 'max_dropout_rate': 0.5897213587849971, 'batch_size': 128, 'epochs': 200, 'lr_patience': 6, 'lr_factor': 0.3696391427233289}",18.850355625152588,10,"24_batch_size=128,initial_dropout_rate=0.2222,layer_size=960,lr=0.0001,lr_factor=0.3696,lr_patience=6,max_dropout_rate=0.5897,momentum=0.8903,optimizer=sgd,weight_decay=0.0000",,,,
,,,,,,,0.6458036154508591,1747896758,,True,27,973fb_00025,2025-05-22_08-52-38,1.4602382183074951,34.99436688423157,1163402,cg14,10.21.0.219,"{'lr': 0.00019836245598018064, 'optimizer': 'adamw', 'momentum': 0.9724953673478893, 'weight_decay': 3.2236535591958446e-05, 'layer_size': 1024, 'initial_dropout_rate': 0.27923425103221683, 'max_dropout_rate': 0.6795025884300356, 'batch_size': 32, 'epochs': 200, 'lr_patience': 5, 'lr_factor': 0.38103385521762134}",34.99436688423157,27,"25_batch_size=32,initial_dropout_rate=0.2792,layer_size=1024,lr=0.0002,lr_factor=0.3810,lr_patience=5,max_dropout_rate=0.6795,momentum=0.9725,optimizer=adamw,weight_decay=0.0000",80.34398034398035,0.8329289196266003,0.8034398034398035,0.8131303412961504
,,,,,,,0.7840440074602762,1747896742,,True,19,973fb_00026,2025-05-22_08-52-22,0.5765347480773926,15.479559898376465,1163533,cg14,10.21.0.219,"{'lr': 0.00610556290315203, 'optimizer': 'adamw', 'momentum': 0.8780751180862899, 'weight_decay': 1.6682456065818812e-06, 'layer_size': 1024, 'initial_dropout_rate': 0.4446053285170645, 'max_dropout_rate': 0.531183837993807, 'batch_size': 128, 'epochs': 200, 'lr_patience': 8, 'lr_factor': 0.38092243025862604}",15.479559898376465,19,"26_batch_size=128,initial_dropout_rate=0.4446,layer_size=1024,lr=0.0061,lr_factor=0.3809,lr_patience=8,max_dropout_rate=0.5312,momentum=0.8781,optimizer=adamw,weight_decay=0.0000",76.04422604422605,0.8160415257579253,0.7604422604422605,0.7787998377588027
20.0,0.28285446017980576,0.8161382187496532,0.0,0.0,0.0,0.0,0.8161382187496532,1747896765,,True,20,973fb_00027,2025-05-22_08-52-45,0.7562940120697021,29.864665269851685,1163827,cg14,10.21.0.219,"{'lr': 0.002648516144235915, 'optimizer': 'adamw', 'momentum': 0.9250836879270457, 'weight_decay': 0.0009202591753134345, 'layer_size': 448, 'initial_dropout_rate': 0.22651666224749206, 'max_dropout_rate': 0.599656113038578, 'batch_size': 64, 'epochs': 200, 'lr_patience': 7, 'lr_factor': 0.4813882042633325}",29.864665269851685,20,"27_batch_size=64,initial_dropout_rate=0.2265,layer_size=448,lr=0.0026,lr_factor=0.4814,lr_patience=7,max_dropout_rate=0.5997,momentum=0.9251,optimizer=adamw,weight_decay=0.0009",,,,
10.0,1.5367978113453562,1.512063673564366,0.0,0.0,0.0,0.0,1.512063673564366,1747896758,,True,10,973fb_00028,2025-05-22_08-52-38,1.0154521465301514,22.736433744430542,1163826,cg14,10.21.0.219,"{'lr': 6.078867796588243e-05, 'optimizer': 'sgd', 'momentum': 0.966105466386882, 'weight_decay': 4.961936824685801e-06, 'layer_size': 992, 'initial_dropout_rate': 0.4756633578380415, 'max_dropout_rate': 0.5601140856545849, 'batch_size': 32, 'epochs': 200, 'lr_patience': 3, 'lr_factor': 0.31867034591384436}",22.736433744430542,10,"28_batch_size=32,initial_dropout_rate=0.4757,layer_size=992,lr=0.0001,lr_factor=0.3187,lr_patience=3,max_dropout_rate=0.5601,momentum=0.9661,optimizer=sgd,weight_decay=0.0000",,,,
,,,,,,,0.6695935021747242,1747896767,,True,22,973fb_00029,2025-05-22_08-52-47,0.9235215187072754,31.844030380249023,1163952,cg14,10.21.0.219,"{'lr': 0.0007317734275410607, 'optimizer': 'adam', 'momentum': 0.9347519779279555, 'weight_decay': 0.00013719483937901973, 'layer_size': 576, 'initial_dropout_rate': 0.4318689874965204, 'max_dropout_rate': 0.6939881546566997, 'batch_size': 64, 'epochs': 200, 'lr_patience': 9, 'lr_factor': 0.1763297028225703}",31.844030380249023,22,"29_batch_size=64,initial_dropout_rate=0.4319,layer_size=576,lr=0.0007,lr_factor=0.1763,lr_patience=9,max_dropout_rate=0.6940,momentum=0.9348,optimizer=adam,weight_decay=0.0001",78.25552825552825,0.8258070574827381,0.7825552825552825,0.7965117317476063
